# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
    1530.540       99.600      899.363     1234.465
    1532.548      100.300      899.613     1234.715
    1534.564       99.800      899.863     1234.965
    1536.577      100.100      900.113     1235.215
    1538.587       99.800      900.613     1235.715
    1540.600       99.900      900.863     1235.965
    1542.612       99.800      901.113     1236.215
    1544.626      100.500      901.363     1236.465
    1546.636       99.500      901.863     1236.965
    1548.644      100.000      902.113     1237.215
    1550.655      100.000      902.363     1237.465
    1552.664      100.600      902.863     1237.965
    1554.674       99.900      903.113     1238.215
    1556.687       99.700      903.363     1238.465
    1558.703      100.000      903.363     1238.465
    1560.712       99.500      903.613     1238.715
    1562.723       99.900      904.113     1239.215
    1564.734      100.000      904.363     1239.465
    1566.743      100.000      904.863     1239.965
    1568.752      100.400      905.113     1240.215
    1570.764       99.400      905.363     1240.465
    1572.775      100.500      905.863     1240.965
    1574.784      100.100      906.113     1241.215
    1576.795      100.000      906.363     1241.465
    1578.804       99.500      906.613     1241.715
    1580.812      100.100      907.113     1242.215
    1582.823      100.500      907.363     1242.465
    1584.832       99.900      907.613     1242.715
    1586.844      100.000      908.113     1243.215
    1588.853      100.000      908.363     1243.465
    1590.863      100.000      908.613     1243.715
    1592.872      100.000      909.113     1244.215
    1594.883      100.000      909.363     1244.465
    1596.892      100.000      909.613     1244.715
    1598.903       99.900      909.863     1244.965
    1600.915       99.500      910.363     1245.465
    1602.924      100.500      910.613     1245.715
    1604.935       99.400      910.863     1245.965
    1606.944      100.100      911.363     1246.465
    1608.954      100.000      911.613     1246.715
    1610.965      100.000      911.863     1246.965
    1612.975      100.000      912.113     1247.215
    1614.984      100.000      912.613     1247.715
    1616.994      100.600      912.863     1247.965
    1619.004       99.500      913.113     1248.215
    1621.012      100.100      913.613     1248.715
    1623.020       99.700      913.863     1248.965
    1625.036       99.500      914.113     1249.215
    1627.047      100.000      914.363     1249.465
    1629.056       99.600      914.613     1249.715
    1631.064       99.900      915.113     1250.215
    1633.076      100.100      915.363     1250.465
    1635.087      100.000      915.613     1250.715
    1637.096      100.100      915.863     1250.965
    1639.115      100.000      916.113     1251.215
    1641.124       99.000      916.363     1251.465
    1643.132      100.000      916.613     1251.715
    1645.144      100.200      916.863     1251.965
    1647.160       99.900      917.363     1252.465
    1649.172       99.900      917.613     1252.715
    1651.184       99.500      917.863     1252.965
    1653.194      100.400      918.363     1253.465
    1655.204       99.100      918.613     1253.715
    1657.212      100.100      919.113     1254.215
    1659.221       99.900      919.363     1254.465
    1661.244       99.500      919.613     1254.715
    1663.252      100.500      919.863     1254.965
    1665.263      100.400      920.363     1255.465
    1667.276       99.500      920.613     1255.715
    1669.284       99.900      920.863     1255.965
    1671.296      100.100      921.113     1256.215
    1673.307      100.500      921.363     1256.465
    1675.316       99.500      921.863     1256.965
    1677.326      100.000      922.113     1257.215
    1679.335       98.800      922.363     1257.465
    1681.348       96.500      922.613     1257.715
    1683.360      100.000      922.863     1257.965
    1685.368      100.100      923.363     1258.465
    1687.379      100.000      923.363     1258.465
    1689.398       99.900      923.613     1258.715
    1691.411      100.100      923.863     1258.965
    1693.428       99.100      924.113     1259.215
    1695.436       99.600      924.363     1259.465
    1697.446       99.600      924.613     1259.715
    1699.464       99.700      924.863     1259.965
    1701.479       99.900      925.363     1260.465
    1703.491      100.100      925.613     1260.715
    1705.508      100.400      925.863     1260.965
    1707.520       99.400      926.113     1261.215
    1709.531      100.000      926.613     1261.715
    1711.540       99.600      926.863     1261.965
    1713.548       99.600      927.363     1262.465
    1715.559       99.500      927.613     1262.715
    1717.568       99.600      927.863     1262.965
    1719.576      100.300      928.113     1263.215
    1721.602      100.400      928.363     1263.465
    1723.615       99.800      928.863     1263.965
    1725.628      100.000      929.113     1264.215
    1727.636       99.600      929.363     1264.465
    1729.644      100.100      929.613     1264.715
    1731.660       99.200      929.863     1264.965
    1733.700      100.000      930.113     1265.215
    1735.711       99.800      930.363     1265.465
    1737.724      100.300      930.863     1265.965
    1739.739       99.500      931.113     1266.215
    1741.748      100.100      931.363     1266.465
    1743.759      100.500      931.863     1266.965
    1745.769       99.500      932.113     1267.215
    1747.777       99.600      932.363     1267.465
    1749.787      100.000      932.863     1267.965
    1751.796       99.900      933.113     1268.215
    1753.808      100.400      933.363     1268.465
    1755.820      100.000      933.863     1268.965
    1757.830      100.000      934.113     1269.215
    1759.840       99.500      934.363     1269.465
    1761.848      100.100      934.863     1269.965
    1763.856      100.000      935.113     1270.215
    1765.867       99.500      935.363     1270.465
    1767.876      100.400      935.863     1270.965
    1769.888      100.000      936.113     1271.215
    1771.897      100.000      936.363     1271.465
    1773.908       99.900      936.863     1271.965
    1775.920       99.900      937.113     1272.215
    1777.932       99.900      937.363     1272.465
    1779.944      100.000      937.863     1272.965
    1781.952      100.100      938.113     1273.215
    1783.960      100.100      938.613     1273.715
    1785.968      100.000      938.863     1273.965
    1787.980      100.400      939.113     1274.215
    1789.992       99.900      939.613     1274.715
    1792.004      100.000      939.863     1274.965
    1794.012      100.000      940.363     1275.465
    1796.024       99.900      940.613     1275.715
    1798.036       99.700      940.863     1275.965
    1800.052      100.100      941.113     1276.215
    1802.062      100.000      941.613     1276.715
    1804.073       99.500      941.863     1276.965
    1806.082      100.500      942.363     1277.465
    1808.092      100.000      942.613     1277.715
    1810.101       99.500      942.863     1277.965
    1812.112      100.300      943.363     1278.465
    1814.125      100.000      943.613     1278.715
    1816.135       99.900      943.863     1278.965
    1818.147      100.000      944.363     1279.465
    1820.156      100.000      944.613     1279.715
    1822.164       99.600      944.863     1279.965
    1824.172      100.400      945.363     1280.465
    1826.184       99.700      945.613     1280.715
    1828.202      100.500      945.863     1280.965
    1830.212       99.000      946.113     1281.215
    1832.220      100.100      946.613     1281.715
    1834.230      100.500      946.863     1281.965
    1836.240      100.000      947.113     1282.215
    1838.248       99.600      947.363     1282.465
    1840.256       99.600      947.863     1282.965
    1842.264      100.100      948.113     1283.215
    1844.273      100.100      948.613     1283.715
    1846.282      100.100      948.863     1283.965
    1848.291       99.500      949.113     1284.215
    1850.300      100.500      949.613     1284.715
    1852.308       99.600      949.863     1284.965
    1854.316      100.100      950.113     1285.215
    1856.326      100.000      950.613     1285.715
    1858.336      100.000      950.863     1285.965
    1860.344       99.600      951.363     1286.465
    1862.352      100.100      951.613     1286.715
    1864.362      100.500      952.113     1287.215
    1866.371       99.500      952.363     1287.465
    1868.380      100.000      952.863     1287.965
    1870.390      100.000      953.113     1288.215
    1872.399      100.000      953.613     1288.715
    1874.408      100.100      953.863     1288.965
    1876.416      100.100      954.113     1289.215
    1878.424       99.600      954.613     1289.715
    1880.432      100.100      954.863     1289.965
    1882.440      100.100      955.113     1290.215
    1884.448      100.100      955.613     1290.715
    1886.456       99.600      955.863     1290.965
    1888.467      100.000      956.113     1291.215
    1890.476      100.000      956.363     1291.465
    1892.484      100.000      956.613     1291.715
    1894.496       99.400      956.863     1291.965
    1896.508      100.000      957.363     1292.465
    1898.519      100.100      957.613     1292.715
    1900.536       99.900      957.863     1292.965
    1902.548       99.800      958.113     1293.215
    1904.560      100.100      958.613     1293.715
    1906.570      100.000      958.863     1293.965
    1908.579      100.100      959.113     1294.215
    1910.588      100.000      959.613     1294.715
    1912.596       99.600      959.863     1294.965
    1914.606      100.500      960.363     1295.465
    1916.615       99.500      960.613     1295.715
    1918.624      100.000      961.113     1296.215
    1920.634      100.500      961.363     1296.465
    1922.644       99.500      961.863     1296.965
    1924.654      100.000      962.113     1297.215
    1926.664      100.000      962.363     1297.465
    1928.672      100.100      962.863     1297.965
    1930.680      100.100      963.113     1298.215
    1932.688      100.100      963.613     1298.715
    1934.698      100.000      963.863     1298.965
    1936.708       99.900      964.113     1299.215
    1938.719      100.000      964.613     1299.715
    1940.728      100.000      964.863     1299.965
    1942.739      100.000      965.113     1300.215
    1944.748       99.900      965.613     1300.715
    1946.762      100.000      965.863     1300.965
    1948.771       99.500      966.113     1301.215
    1950.780      100.400      966.613     1301.715
    1952.793      100.000      966.863     1301.965
    1954.803      100.000      967.363     1302.465
    1956.812      100.100      967.363     1302.465
    1958.831       99.500      967.613     1302.715
    1960.840      100.500      968.113     1303.215
    1962.848       99.600      968.363     1303.465
    1964.856      100.500      968.613     1303.715
    1966.867      100.000      969.113     1304.215
    1968.876       99.400      969.363     1304.465
    1970.888      100.300      969.613     1304.715
    1972.904       99.500      969.863     1304.965
    1974.912      100.100      970.113     1305.215
    1976.920      100.100      970.363     1305.465
    1978.928       99.600      970.863     1305.965
    1980.938      100.300      971.113     1306.215
    1982.952       95.600      971.363     1306.465
    1984.971       99.500      971.613     1306.715
    1986.980      100.000      971.863     1306.965
    1988.992       99.900      972.113     1307.215
    1991.004      100.000      972.363     1307.465
    1993.016       99.800      972.613     1307.715
    1995.028      100.000      972.863     1307.965
    1997.040      100.000      973.113     1308.215
    1999.049      100.000      973.613     1308.715
    2001.060       99.900      973.863     1308.965
    2003.072      100.000      974.363     1309.465
    2005.083      100.000      974.613     1309.715
    2007.092      100.000      974.863     1309.965
    2009.100      100.100      975.363     1310.465
    2011.110       99.900      975.613     1310.715
    2013.123       99.500      975.863     1310.965
    2015.132      100.000      976.363     1311.465
    2017.142      100.000      976.613     1311.715
    2019.152      100.500      976.863     1311.965
    2021.163       99.500      977.363     1312.465
    2023.172      100.000      977.613     1312.715
    2025.183       99.900      977.863     1312.965
    2027.192      100.000      978.363     1313.465
    2029.202      100.100      978.613     1313.715
    2031.212       99.500      978.863     1313.965
    2033.220      100.600      979.363     1314.465
    2035.228       99.600      979.613     1314.715
    2037.239      100.000      979.863     1314.965
    2039.248      100.000      980.363     1315.465
    2041.256      100.100      980.613     1315.715
    2043.264      100.000      981.113     1316.215
    2045.276       99.400      981.363     1316.465
    2047.287      100.000      981.613     1316.715
    2049.296      100.000      982.113     1317.215
    2051.304      100.100      982.363     1317.465
    2053.312      100.000      982.613     1317.715
    2055.324       99.900      983.113     1318.215
    2057.335       99.500      983.363     1318.465
    2059.344      100.000      983.613     1318.715
    2061.352      100.600      984.113     1319.215
    2063.363      100.000      984.363     1319.465
    2065.372       99.500      984.613     1319.715
    2067.380      100.600      985.113     1320.215
    2069.391       99.500      985.363     1320.465
    2071.400       99.900      985.863     1320.965
    2073.412      100.000      986.113     1321.215
    2075.423      100.000      986.363     1321.465
    2077.432       99.500      986.613     1321.715
    2079.440      100.000      987.113     1322.215
    2081.452      100.000      987.363     1322.465
    2083.461      100.500      987.863     1322.965
    2085.471       99.500      988.113     1323.215
    2087.480      100.500      988.363     1323.465
    2089.492      100.000      988.863     1323.965
    2091.503      100.000      989.113     1324.215
    2093.512       99.500      989.363     1324.465
    2095.523      100.000      989.863     1324.965
    2097.532      100.000      990.113     1325.215
    2099.541      100.100      990.363     1325.465
    2101.552      100.000      990.863     1325.965
    2103.560      100.100      991.113     1326.215
    2105.568       99.600      991.363     1326.465
    2107.576      100.100      991.863     1326.965
    2109.585      100.100      992.113     1327.215
    2111.594       99.600      992.363     1327.465
    2113.603      100.000      992.863     1327.965
    2115.612      100.000      993.113     1328.215
    2117.624      100.000      993.363     1328.465
    2119.632       99.600      993.863     1328.965
    2121.640      100.100      994.113     1329.215
    2123.648      100.000      994.363     1329.465
    2125.660      100.000      994.613     1329.715
    2127.679       99.500      994.863     1329.965
    2129.688       99.600      995.113     1330.215
    2131.696      100.100      995.363     1330.465
    2133.704      100.100      995.863     1330.965
    2135.713       99.800      996.113     1331.215
    2137.728      100.000      996.363     1331.465
    2139.740       99.900      996.363     1331.465
    2141.752       99.800      996.613     1331.715
    2143.767       99.700      996.863     1331.965
    2145.783      100.400      997.113     1332.215
    2147.792      100.100      997.363     1332.465
    2149.800       99.500      997.613     1332.715
    2151.820      100.500      997.863     1332.965
    2153.831       99.700      998.113     1333.215
    2155.848       98.900      998.363     1333.465
    2157.856      100.100      998.863     1333.965
    2159.864      100.100      999.113     1334.215
    2161.872       99.600      999.363     1334.465
    2163.882       99.500      999.613     1334.715
    2165.891       99.400     1000.113     1335.215
    2167.912       97.500     1000.113     1335.215
    2169.924       99.500     1000.363     1335.465
    2171.932       98.900     1000.863     1335.965
    2173.944      100.000     1001.113     1336.215
    2175.955      100.400     1001.363     1336.465
    2177.967       99.800     1001.613     1336.715
    2179.980       99.900     1002.113     1337.215
    2181.992      100.100     1002.363     1337.465
    2184.011       99.800     1002.613     1337.715
    2186.024      100.100     1003.113     1338.215
    2188.032      100.100     1003.363     1338.465
    2190.040      100.100     1003.613     1338.715
    2192.050      100.000     1004.113     1339.215
    2194.059      100.000     1004.363     1339.465
    2196.068      100.000     1004.613     1339.715
    2198.079       99.300     1005.113     1340.215
    2200.092       99.500     1005.363     1340.465
    2202.102       99.500     1005.613     1340.715
    2204.112       99.500     1006.113     1341.215
    2206.120       99.100     1006.363     1341.465
    2208.131       99.500     1006.613     1341.715
    2210.140       99.000     1007.113     1342.215
    2212.148       99.600     1007.363     1342.465
    2214.158       99.900     1007.613     1342.715
    2216.171      100.500     1007.863     1342.965
    2218.180      100.000     1008.363     1343.465
    2220.188       99.600     1008.613     1343.715
    2222.199      100.000     1009.113     1344.215
    2224.208      100.000     1009.363     1344.465
    2226.216       99.900     1009.863     1344.965
    2228.228      100.000     1009.863     1344.965
    2230.240       99.500     1010.113     1345.215
    2232.251      100.300     1010.363     1345.465
    2234.264       99.800     1010.613     1345.715
    2236.279      100.300     1010.863     1345.965
    2238.292       99.900     1011.113     1346.215
    2240.303       99.500     1011.363     1346.465
    2242.312      100.400     1011.863     1346.965
    2244.324       99.900     1011.863     1346.965
    2246.336       99.200     1012.113     1347.215
    2248.352      100.200     1012.613     1347.715
    2250.368       99.900     1012.863     1347.965
    2252.380       99.400     1013.113     1348.215
    2254.392      100.400     1013.363     1348.465
    2256.404       99.500     1013.613     1348.715
    2258.412       99.600     1014.113     1349.215
    2260.420      100.500     1014.363     1349.465
    2262.432      100.300     1014.613     1349.715
    2264.447       99.500     1014.863     1349.965
    2266.458      100.000     1015.113     1350.215
    2268.468       99.600     1015.363     1350.465
    2270.484       99.600     1015.613     1350.715
    2272.494       99.900     1016.113     1351.215
    2274.504      100.100     1016.363     1351.465
    2276.512      100.400     1016.613     1351.715
    2278.524      100.100     1017.113     1352.215
    2280.532       99.600     1017.363     1352.465
    2282.540      100.300     1017.613     1352.715
    2284.556      100.000     1017.863     1352.965
    2286.564      100.100     1018.113     1353.215
    2288.575       99.500     1018.613     1353.715
    2290.584      100.000     1018.863     1353.965
    2292.592      100.000     1018.863     1353.965
    2294.601      100.000     1019.363     1354.465
    2296.612       99.900     1019.613     1354.715
    2298.623       99.500     1019.863     1354.965
    2300.632       99.700     1020.113     1355.215
    2302.648      100.100     1020.363     1355.465
    2304.656      100.600     1020.613     1355.715
    2306.667       99.400     1020.863     1355.965
    2308.676      100.100     1021.113     1356.215
    2310.684       99.800     1021.363     1356.465
    2312.700       99.800     1021.613     1356.715
    2314.716      100.500     1022.113     1357.215
    2316.724      100.100     1022.363     1357.465
    2318.733      100.000     1022.613     1357.715
    2320.743       99.400     1022.863     1357.965
    2322.755      100.000     1023.113     1358.215
    2324.764      100.000     1023.613     1358.715
    2326.772      100.100     1023.863     1358.965
    2328.783      100.000     1024.113     1359.215
    2330.792      100.100     1024.613     1359.715
    2332.800       99.600     1024.863     1359.965
    2334.809      100.600     1025.113     1360.215
    2336.819       99.500     1025.363     1360.465
    2338.828      100.000     1025.613     1360.715
    2340.836      100.400     1025.863     1360.965
    2342.851       99.800     1026.113     1361.215
    2344.864      100.000     1026.613     1361.715
    2346.872      100.100     1026.863     1361.965
    2348.880       99.600     1027.113     1362.215
    2350.888      100.500     1027.363     1362.465
    2352.900       99.400     1027.613     1362.715
    2354.912      100.000     1027.863     1362.965
    2356.923       99.000     1028.113     1363.215
    2358.932       99.200     1028.363     1363.465
    2360.948       99.600     1028.613     1363.715
    2362.956       99.100     1029.113     1364.215
    2364.965       99.500     1029.363     1364.465
    2366.975       99.600     1029.613     1364.715
    2368.992      100.300     1029.613     1364.715
    2371.007      100.000     1030.113     1365.215
    2373.016      100.300     1030.363     1365.465
    2375.031       99.100     1030.613     1365.715
    2377.049      100.200     1030.863     1365.965
    2379.064       99.800     1030.863     1365.965
    2381.080      100.200     1031.113     1366.215
    2383.096       99.500     1031.363     1366.465
    2385.104      100.100     1031.613     1366.715
    2387.112       99.600     1031.863     1366.965
    2389.120      100.500     1032.113     1367.215
    2391.132       98.900     1032.363     1367.465
    2393.144       99.200     1032.863     1367.965
    2395.160       99.500     1033.113     1368.215
    2397.168       99.600     1033.363     1368.465
    2399.176       99.000     1033.863     1368.965
    2401.187      100.000     1034.113     1369.215
    2403.196       99.500     1034.363     1369.465
    2405.207       98.800     1034.613     1369.715
    2407.220      100.100     1035.113     1370.215
    2409.228      100.100     1035.363     1370.465
    2411.238      100.000     1035.613     1370.715
    2413.248      100.100     1035.863     1370.965
    2415.267      100.000     1036.113     1371.215
    2417.276      100.000     1036.613     1371.715
    2419.287       99.900     1036.863     1371.965
    2421.299       99.800     1037.113     1372.215
    2423.312      100.000     1037.363     1372.465
    2425.320      100.100     1037.613     1372.715
    2427.328      100.100     1038.113     1373.215
    2429.336       99.900     1038.363     1373.465
    2431.351      100.400     1038.613     1373.715
    2433.362       99.800     1038.863     1373.965
    2435.376      100.000     1039.113     1374.215
    2437.387       99.900     1039.363     1374.465
    2439.399       99.900     1039.613     1374.715
    2441.412       99.300     1039.863     1374.965
    2443.424       99.900     1040.113     1375.215
    2445.436      100.000     1040.363     1375.465
    2447.447      100.000     1040.863     1375.965
    2449.457       99.500     1041.113     1376.215
    2451.467      100.300     1041.363     1376.465
    2453.480       99.600     1041.613     1376.715
    2455.488      100.400     1042.113     1377.215
    2457.500      100.000     1042.363     1377.465
    2459.512      100.000     1042.613     1377.715
    2461.520       99.600     1043.113     1378.215
    2463.530      100.000     1043.363     1378.465
    2465.540      100.300     1043.613     1378.715
    2467.552      100.100     1044.113     1379.215
    2469.563      100.200     1044.363     1379.465
    2471.579       99.400     1044.613     1379.715
    2473.600      100.100     1044.863     1379.965
    2475.608       99.700     1045.363     1380.465
    2477.627      100.400     1045.613     1380.715
    2479.636       99.600     1045.863     1380.965
    2481.646      100.300     1046.113     1381.215
    2483.660      100.000     1046.613     1381.715
    2485.668       99.900     1046.863     1381.965
    2487.683      100.000     1047.113     1382.215
    2489.692      100.100     1047.363     1382.465
    2491.700       99.600     1047.863     1382.965
    2493.708      100.300     1048.113     1383.215
    2495.723       99.500     1048.363     1383.465
    2497.733      100.600     1048.613     1383.715
    2499.741      100.100     1049.113     1384.215
    2501.751      100.100     1049.363     1384.465
    2503.768       99.500     1049.613     1384.715
    2505.776      100.100     1049.863     1384.965
    2507.784      100.100     1050.363     1385.465
    2509.795       99.700     1050.613     1385.715
    2511.811      100.000     1050.863     1385.965
    2513.831      100.000     1051.113     1386.215
    2515.840      100.000     1051.613     1386.715
    2517.848      100.100     1051.863     1386.965
    2519.859       99.800     1052.113     1387.215
    2521.872       99.500     1052.363     1387.465
    2523.882       99.500     1052.613     1387.715
    2525.892       99.500     1052.863     1387.965
    2527.900       99.000     1053.363     1388.465
    2529.912       99.500     1053.613     1388.715
    2531.920       99.600     1053.863     1388.965
    2533.928       99.600     1054.113     1389.215
    2535.939       99.000     1054.613     1389.715
    2537.948       99.400     1054.863     1389.965
    2539.961       99.700     1055.113     1390.215
    2541.976      100.100     1055.613     1390.715
    2543.994      100.500     1055.863     1390.965
    2546.004      100.000     1056.113     1391.215
    2548.012       99.700     1056.363     1391.465
    2550.028       99.500     1056.613     1391.715
    2552.039      100.000     1056.863     1391.965
    2554.048       99.500     1057.363     1392.465
    2556.059       99.600     1057.613     1392.715
    2558.076       99.400     1057.863     1392.965
    2560.088       99.900     1058.113     1393.215
    2562.100       99.300     1058.363     1393.465
    2564.115      100.000     1058.613     1393.715
    2566.124       99.800     1059.113     1394.215
    2568.136       99.900     1059.363     1394.465
    2570.151      100.000     1059.613     1394.715
    2572.160      100.300     1060.113     1395.215
    2574.175       99.500     1060.363     1395.465
    2576.184      100.000     1060.613     1395.715
    2578.192      100.100     1061.113     1396.215
    2580.200      100.100     1061.363     1396.465
    2582.211       99.500     1061.613     1396.715
    2584.220      100.500     1061.863     1396.965
    2586.231       99.700     1062.363     1397.465
    2588.246      100.000     1062.613     1397.715
    2590.256      100.300     1062.863     1397.965
    2592.268       99.600     1063.113     1398.215
    2594.276      100.400     1063.363     1398.465
    2596.291       99.500     1063.613     1398.715
    2598.300      100.500     1063.863     1398.965
    2600.308       99.900     1064.113     1399.215
    2602.320      100.000     1064.363     1399.465
    2604.331       99.500     1064.863     1399.965
    2606.340      100.400     1065.113     1400.215
    2608.352       99.500     1065.363     1400.465
    2610.384      100.000     1065.613     1400.715
    2612.394      100.000     1065.863     1400.965
    2614.404      100.300     1066.363     1401.465
    2616.419       99.500     1066.613     1401.715
    2618.428      100.100     1066.863     1401.965
    2620.436      100.100     1067.363     1402.465
    2622.444      100.100     1067.613     1402.715
    2624.452       99.600     1068.113     1403.215
    2626.460      100.100     1068.363     1403.465
    2628.468      100.200     1068.613     1403.715
    2630.484       99.900     1068.863     1403.965
    2632.499      100.200     1069.363     1404.465
    2634.512      100.100     1069.613     1404.715
    2636.520       99.600     1070.113     1405.215
    2638.528      100.500     1070.363     1405.465
    2640.539       99.500     1070.613     1405.715
    2642.548      100.400     1071.113     1406.215
    2644.560       99.900     1071.363     1406.465
    2646.572      100.100     1071.613     1406.715
    2648.580      100.100     1072.113     1407.215
    2650.588       99.600     1072.113     1407.215
    2652.608       98.900     1072.363     1407.465
    2654.620       99.900     1072.613     1407.715
    2656.632      100.000     1073.113     1408.215
    2658.640      100.100     1073.363     1408.465
    2660.649       99.400     1073.613     1408.715
    2662.663      100.000     1073.863     1408.965
    2664.672      100.500     1074.363     1409.465
    2666.683       99.500     1074.613     1409.715
    2668.692      100.100     1074.863     1409.965
    2670.700      100.000     1075.363     1410.465
    2672.711      100.000     1075.613     1410.715
    2674.721      100.000     1075.863     1410.965
    2676.731       99.500     1076.113     1411.215
    2678.740       99.800     1076.363     1411.465
    2680.752      100.100     1076.863     1411.965
    2682.760      100.100     1077.113     1412.215
    2684.768      100.100     1077.363     1412.465
    2686.776       99.600     1077.863     1412.965
    2688.784      100.100     1078.113     1413.215
    2690.792      100.600     1078.613     1413.715
    2692.800       99.600     1078.863     1413.965
    2694.810      100.000     1079.363     1414.465
    2696.820       99.900     1079.613     1414.715
    2698.832      100.000     1079.863     1414.965
    2700.840      100.100     1080.113     1415.215
    2702.851      100.000     1080.613     1415.715
    2704.860      100.000     1080.863     1415.965
    2706.868       99.600     1081.113     1416.215
    2708.876      100.500     1081.613     1416.715
    2710.888       99.600     1081.863     1416.965
    2712.904      100.100     1082.113     1417.215
    2714.923      100.000     1082.363     1417.465
    2716.932       99.600     1082.863     1417.965
    2718.940      100.400     1083.113     1418.215
    2720.956      100.000     1083.363     1418.465
    2722.964      100.100     1083.863     1418.965
    2724.975       99.900     1084.113     1419.215
    2726.986      100.100     1084.363     1419.465
    2729.004      100.000     1084.863     1419.965
    2731.015       99.900     1085.113     1420.215
    2733.027      100.000     1085.363     1420.465
    2735.036      100.000     1085.863     1420.965
    2737.047      100.000     1086.113     1421.215
    2739.056      100.100     1086.363     1421.465
    2741.067      100.000     1086.863     1421.965
    2743.076      100.000     1087.113     1422.215
    2745.088       99.500     1087.363     1422.465
    2747.098      100.000     1087.613     1422.715
    2749.106       99.300     1087.863     1422.965
    2751.120       99.600     1088.363     1423.465
    2753.128       98.900     1088.613     1423.715
    2755.140       99.500     1088.863     1423.965
    2757.152       99.500     1089.363     1424.465
    2759.160       99.600     1089.613     1424.715
    2761.168      100.100     1089.863     1424.965
    2763.176      100.000     1090.363     1425.465
    2765.187       99.800     1090.613     1425.715
    2767.200      100.100     1090.863     1425.965
    2769.208      100.100     1091.113     1426.215
    2771.218      100.000     1091.613     1426.715
    2773.228      100.000     1091.863     1426.965
    2775.236       99.500     1092.363     1427.465
    2777.247      100.600     1092.613     1427.715
    2779.256       99.500     1093.113     1428.215
    2781.264      100.000     1093.363     1428.465
    2783.275       99.900     1093.613     1428.715
    2785.287      100.000     1094.113     1429.215
    2787.296      100.000     1094.363     1429.465
    2789.305       99.900     1094.613     1429.715
    2791.316      100.000     1094.863     1429.965
    2793.328      100.400     1095.363     1430.465
    2795.340       99.400     1095.613     1430.715
    2797.352       99.900     1095.863     1430.965
    2799.364       99.900     1096.113     1431.215
    2801.379      100.000     1096.613     1431.715
    2803.388      100.000     1096.863     1431.965
    2805.397      100.300     1097.113     1432.215
    2807.413      100.100     1097.363     1432.465
    2809.431      100.000     1097.863     1432.965
    2811.440      100.000     1098.113     1433.215
    2813.451       99.800     1098.363     1433.465
    2815.464       99.900     1098.613     1433.715
    2817.478      100.000     1099.113     1434.215
    2819.488       99.900     1099.363     1434.465
    2821.500      100.000     1099.863     1434.965
    2823.508       99.600     1100.113     1435.215
    2825.516      100.600     1100.363     1435.465
    2827.524      100.100     1100.613     1435.715
    2829.532       99.800     1101.113     1436.215
    2831.547       99.800     1101.363     1436.465
    2833.560       99.900     1101.613     1436.715
    2835.572      100.600     1102.113     1437.215
    2837.582       99.900     1102.363     1437.465
    2839.604       99.700     1102.613     1437.715
    2841.622      100.000     1102.863     1437.965
    2843.632       99.800     1103.113     1438.215
    2845.646      100.400     1103.363     1438.465
    2847.656       99.600     1103.863     1438.965
    2849.664      100.100     1104.113     1439.215
    2851.672      100.100     1104.363     1439.465
    2853.692       99.800     1104.613     1439.715
    2855.718      100.000     1104.863     1439.965
    2857.728       99.000     1105.113     1440.215
    2859.736       99.100     1105.613     1440.715
    2861.744      100.000     1105.863     1440.965
    2863.756       99.500     1106.113     1441.215
    2865.765       99.600     1106.613     1441.715
    2867.775       99.000     1106.863     1441.965
    2869.784       99.500     1107.363     1442.465
    2871.792       99.100     1107.613     1442.715
    2873.800       99.600     1107.863     1442.965
    2875.808       99.500     1108.113     1443.215
    2877.819       99.000     1108.613     1443.715
    2879.828       99.200     1108.863     1443.965
    2881.844      100.000     1109.113     1444.215
    2883.855      100.000     1109.363     1444.465
    2885.864      100.000     1109.613     1444.715
    2887.873      100.100     1109.863     1444.965
    2889.883      100.000     1110.363     1445.465
    2891.892      100.000     1110.613     1445.715
    2893.903       99.900     1110.863     1445.965
    2895.916      100.000     1111.113     1446.215
    2897.924      100.100     1111.613     1446.715
    2899.934       99.000     1111.863     1446.965
    2901.944      100.000     1112.113     1447.215
    2903.955       99.400     1112.363     1447.465
    2905.967       99.000     1112.613     1447.715
    2907.976       99.200     1112.863     1447.965
    2909.992      100.400     1113.113     1448.215
    2912.004       99.900     1113.613     1448.715
    2914.016      100.100     1113.613     1448.715
    2916.035      100.100     1114.113     1449.215
    2918.052       99.400     1114.113     1449.215
    2920.064      100.100     1114.613     1449.715
    2922.072      100.000     1114.863     1449.965
    2924.083      100.000     1115.113     1450.215
    2926.092      100.500     1115.363     1450.465
    2928.102      100.000     1115.613     1450.715
    2930.115      100.000     1115.863     1450.965
    2932.124       99.300     1116.113     1451.215
    2934.136      100.600     1116.613     1451.715
    2936.144       99.100     1116.863     1451.965
    2938.152      100.600     1117.113     1452.215
    2940.163       99.900     1117.363     1452.465
    2942.175      100.000     1117.613     1452.715
    2944.184      100.000     1118.113     1453.215
    2946.195      100.000     1118.363     1453.465
    2948.204      100.000     1118.613     1453.715
    2950.215      100.000     1119.113     1454.215
    2952.224       99.900     1119.363     1454.465
    2954.236      100.000     1119.613     1454.715
    2956.247      100.000     1119.863     1454.965
    2958.256       99.700     1120.113     1455.215
    2960.271      100.000     1120.363     1455.465
    2962.281      100.100     1120.613     1455.715
    2964.288      100.000     1121.113     1456.215
